Number,image,AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,FORM,TYPE,SCHOOL,TIMEFRAME,removed
38419,https://www.wga.hu/detail/s/stoss/1open/3kings.jpg,"STOSS, Veit","(b. ca. 1438, Horb, d. 1533, N?rnberg)",High Altar of St Madonna (a horse),1477-89,Wood,"Church of St. Madonna, Cracow",sculpture,religious,German,1451-1500,This is a detail of the Adoration of the Kings.
38420,https://www.wga.hu/detail/s/stoss/1open/4magi.jpg,"STOSS, Veit","(b. ca. 1438, Horb, d. 1533, N?rnberg)",High Altar of St Madonna (head of Madonna),1477-89,Wood,"Church of St. Madonna, Cracow",sculpture,religious,German,1451-1500,This is a detail of the Adoration of Magi.
38422,https://www.wga.hu/detail/s/stoss/1open/6jerome.jpg,"STOSS, Veit","(b. ca. 1438, Horb, d. 1533, N?rnberg)",High Altar of St Madonna (Jerome),1477-89,Wood,"Church of St. Madonna, Cracow",sculpture,religious,German,1451-1500,This is the figure of Jerome.
38423,https://www.wga.hu/detail/s/stoss/1open/7angel.jpg,"STOSS, Veit","(b. ca. 1438, Horb, d. 1533, N?rnberg)",High Altar of St Madonna (Angel with Lute),1477-89,Wood,"Church of St. Madonna, Cracow",sculpture,religious,German,1451-1500,This is an Angel with Lute.
38426,https://www.wga.hu/detail/s/stoss/2closed/2joachim.jpg,"STOSS, Veit","(b. ca. 1438, Horb, d. 1533, N?rnberg)",High Altar of St Madonna (heads of Joachim and Anne),1477-89,Wood,"Church of St. Madonna, Cracow",sculpture,religious,German,1451-1500,This is a detail of Joachim and Anne.
38427,https://www.wga.hu/detail/s/stoss/2closed/3bMadonna.jpg,"STOSS, Veit","(b. ca. 1438, Horb, d. 1533, N?rnberg)",High Altar of St Madonna (Pouring the Bathing Water),1477-89,Wood,"Church of St. Madonna, Cracow",sculpture,religious,German,1451-1500,This is a detail of the Birth of Madonna.
38430,https://www.wga.hu/detail/s/stoss/2closed/6limbo.jpg,"STOSS, Veit","(b. ca. 1438, Horb, d. 1533, N?rnberg)",High Altar of St Madonna (detail),1477-89,Wood,"Church of St. Madonna, Cracow",sculpture,religious,German,1451-1500,This is a detail of the Christ in Limbo.
38431,https://www.wga.hu/detail/s/stoss/2closed/7capture.jpg,"STOSS, Veit","(b. ca. 1438, Horb, d. 1533, N?rnberg)",High Altar of St Madonna (a soldier),1477-89,Wood,"Church of St. Madonna, Cracow",sculpture,religious,German,1451-1500,This soldier.
38432,https://www.wga.hu/detail/s/stoss/2closed/8peter.jpg,"STOSS, Veit","(b. ca. 1438, Horb, d. 1533, N?rnberg)",High Altar of St Madonna (Apostle Peter and Malchus),1477-89,Wood,"Church of St. Madonna, Cracow",sculpture,religious,German,1451-1500,This is a detail of the Capture of Christ.
38433,https://www.wga.hu/detail/s/stoss/2closed/9lament.jpg,"STOSS, Veit","(b. ca. 1438, Horb, d. 1533, N?rnberg)",High Altar of St Madonna (detail of the Lamentation),1477-89,Wood,"Church of St. Madonna, Cracow",sculpture,religious,German,1451-1500,This is a detail of the Lamentation.
38450,https://www.wga.hu/detail/s/stoss/2closed/vegetati.jpg,"STOSS, Veit","(b. ca. 1438, Horb, d. 1533, N?rnberg)",High Altar of St Madonna (detail of the Noli me tangere),1477-89,Wood,"Church of St. Madonna, Cracow",sculpture,religious,German,1451-1500,The detail shows part of the vegetation.
38458,https://www.wga.hu/detail/s/stradanu/assault1.jpg,"STRADANUS, Johannes","(b. 1523, Brugge, d. 1605, Firenze)",Night assault on a city (detail),-,"Pen and brown ink, with brown wash, heightened with white, on two sheets of blue paper overlaid","British Museum, London",graphics,landscape,Flemish,1551-1600,The detail shows the taking of the fortress at Siena.
38467,https://www.wga.hu/detail/s/stranove/macaws.jpg,"STRANOVER, Tobias","(b. 1684, Nagyszeben, d. after 1731, London)",Birds,-,"Oil on canvas, 120 x 93 cm",Private collection,painting,genre,Other,1701-1750,"This painting shows macaws, a black-billed magpie and a robin with a fruit still life."
38474,https://www.wga.hu/detail/s/straub/barbara.jpg,"STRAUB, Johann Baptist","(b. 1705, Wiesensteig, d. 1784, M?nchen)",St Barbara,c. 1762,Painted and gilt wood,"Monastery Church, Ettal",sculpture,religious,German,1751-1800,St Barbara.
38490,https://www.wga.hu/detail/s/strigel/bernhard/panel1.jpg,"STRIGEL, Bernhard","(b. 1460, Memmingen, d. 1528, Memmingen)",Christ Taking Leave of His Mother,c. 1520,"Pine, 87 x 72 cm","Staatliche Museen, Berlin",painting,religious,German,1501-1550,Christ Taking Leave of His Mother.
38491,https://www.wga.hu/detail/s/strigel/bernhard/panel2.jpg,"STRIGEL, Bernhard","(b. 1460, Memmingen, d. 1528, Memmingen)",Disrobing of Christ,c. 1520,"Pine, 87 x 72 cm","Staatliche Museen, Berlin",painting,religious,German,1501-1550,Disrobing of Christ.
38510,https://www.wga.hu/detail/s/stringe/ladyhack.jpg,"STRINGER, Francis",(active 1760-1778),"Sprightly, a Lady's Hack",1768,"Oil on canvas, 89 x 107 cm",Private collection,painting,other,English,1751-1800,The painting depicts a lady's hack held by a groom in a landscape.
38525,https://www.wga.hu/detail/s/strozzi/1/baptist1.jpg,"STROZZI, Bernardo","(b. 1581, Genova, d. 1644, Venezia)",St John the Baptist,1620s,"Oil on canvas, 67 x 57 cm","The Hermitage, St. Petersburg",painting,religious,Italian,1601-1650,St John the Baptist.
38534,https://www.wga.hu/detail/s/strozzi/1/stillif.jpg,"STROZZI, Bernardo","(b. 1581, Genova, d. 1644, Venezia)",still life,1630s,"Oil on canvas, 65 x 132 cm",Private collection,painting,still life,Italian,1601-1650,"This still life composition shows a basket of fruit, a vase of flowers and fruit on a ledge."
38539,https://www.wga.hu/detail/s/strozzi/2/david.jpg,"STROZZI, Bernardo","(b. 1581, Genova, d. 1644, Venezia)",David with the Head of Goliath,1635,"Oil on canvas, 164 x 106 cm","Museum Boijmans Van Beuningen, Rotterdam",painting,religious,Italian,1601-1650,"David's triumphant homecoming, carrying Goliath's head and a sword. Women dance in the background."
38558,https://www.wga.hu/detail/s/strozzi/2/knight_d.jpg,"STROZZI, Bernardo","(b. 1581, Genova, d. 1644, Venezia)",Portrait of a Knight (detail),c. 1640,Oil on canvas,"Gallerie dell'Accademia, Venice",painting,portrait,Italian,1601-1650,The honorific bulls are in full view on the table.
38702,https://www.wga.hu/detail/s/sustris/lambert/1vescov5.jpg,"SUSTRIS, Lambert","(b. ca. 1515, Amsterdam, d. after 1560, Venezia)",Returning Fishermen,1542-45,Fresco,"Villa dei Vescovi, Luvigliano di Torreglia",painting,genre,Dutch,1551-1600,This picture shows landscapes.
38719,https://www.wga.hu/detail/s/swanenbu/isaac/selfport.jpg,"SWANENBURG, Isaac Claesz. van","(b. 1537, Leiden, d. 1614, Leiden)",Self-Portrait,1568,"Oil on panel, 94 x 72 cm","Stedelijk Museum De Lakenhal, Leiden",painting,portrait,Dutch,1551-1600,"The artist with the attributes of his art on the table: a statuette, a quill, a drawing and a pair of compasses."
38731,https://www.wga.hu/detail/s/swanevel/riverlan.jpg,"SWANEVELT, Herman van","(b. ca. 1600, Woerden, d. 1655, Paris)",Mountainous River Landscape,1642,"Oil on copper, diameter 23 cm",Private collection,painting,landscape,Dutch,1601-1650,This painting shows a mountainous river landscape with a shepherd driving cattle.
38773,https://www.wga.hu/detail/t/tacca/son/child.jpg,"TACCA, Ferdinando","(b. 1619, Firenze, d. ca. 1688, Firenze)",Standing Child,c. 1665,"Bronze, height 24 cm","Metropolitan Museum of Art, New York",sculpture,other,Italian,1651-1700,A Young St John the Baptist.
38819,https://www.wga.hu/detail/t/taddeo/lastjudg.jpg,TADDEO DI BARTOLO,"(b. 1362/63, Siena, d. 1422, Siena)",Last Judgment (detail),1393,Panel,"Collegiate, San Gimignano",painting,religious,Italian,1351-1400,Devil is defecating gold into the open mouth of a prosperous usurer.
38831,https://www.wga.hu/detail/t/tamm/stillife.jpg,"TAMM, Franz Werner von","(b. 1658, Hamburg, d. 1724, Wien)",still life of Fruit,1685,"Oil on canvas, 88 x 128 cm",Private collection,painting,still life,German,1651-1700,"The painting depicts a still life with grapes, watermelon, peaches, open pomegranates and figs."
38865,https://www.wga.hu/detail/t/tassi/zcapricc.jpg,"TASSI, Agostino","(b. 1578, Roma, d. 1644, Roma)",Capriccio with the Palazzo dei Conservatori,early 1630s,"Pen and ink, 15 x 20 cm",Private collection,graphics,landscape,Italian,1601-1650,The Palazzo dei Conservatori is placed in the midst of a busy seaport.
38867,https://www.wga.hu/detail/t/taunay/country.jpg,"TAUNAY, Nicolas Antoine","(b. 1755, Paris, d. 1830, Paris)",Country Landscape,1776,"Oil on canvas, 57 x 45 cm","The Hermitage, St. Petersburg",painting,landscape,French,1751-1800,Country Landscape.
38868,https://www.wga.hu/detail/t/taunay/mountain.jpg,"TAUNAY, Nicolas Antoine","(b. 1755, Paris, d. 1830, Paris)",Mountain Landscape,1776,"Oil on canvas, 56 x 44 cm","The Hermitage, St. Petersburg",painting,landscape,French,1751-1800,Mountain Landscape.
38875,https://www.wga.hu/detail/t/temanza/maddaley.jpg,"TEMANZA, Tommaso","(b. 1705, Venezia, d. 1789, Venezia)",Santa Maria Maddalena: facade,1760,Drawing,"Museo Correr, Venice",architecture,study,Italian,1751-1800,This drawing shows the front elevation of the church.
38950,https://www.wga.hu/detail/t/teniers/jan2/2/sjerome1.jpg,"TENIERS, David the Younger","(b. 1610, Antwerpen, d. 1690, Bruxelles)",St Jerome (detail),1643,Oil on panel,Private collection,painting,religious,Flemish,1651-1700,The objects lying on the altar are an hourglass and a skull and a crucifix.
39148,https://www.wga.hu/detail/t/tiarini/holyfami.jpg,"TIARINI, Alessandro","(b. 1577, Bologna, d. 1668, Bologna)",Holy Family with Saints,c. 1620,Oil on canvas,"The Hermitage, St. Petersburg",painting,religious,Italian,1601-1650,"The represented figures are Francis of Assisi, the Archangel Michael and John the Baptist."
39153,https://www.wga.hu/detail/t/tibaldi/1/2scene12.jpg,"TIBALDI, Pellegrino","(b. 1527, Puria (Valsolda), d. 1596, Milano)",The Blinding of Polyphemus (detail),1550-51,Fresco,"Sala di Ulisse, Palazzo Poggi, Bologna",painting,mythological,Italian,1551-1600,"In the dark cave, the hero's mates stand back in fear, a sleeping dog is curled up by a warming fire."
39154,https://www.wga.hu/detail/t/tibaldi/1/2scene13.jpg,"TIBALDI, Pellegrino","(b. 1527, Puria (Valsolda), d. 1596, Milano)",The Blinding of Polyphemus (detail),1550-51,Fresco,"Sala di Ulisse, Palazzo Poggi, Bologna",painting,mythological,Italian,1551-1600,"In the dark cave, drunk and surrounded by human bones, lies the giant Polyphemus."
39184,https://www.wga.hu/detail/t/tiepolo/gianbatt/1udine/12udine.jpg,"TIEPOLO, Giovanni Battista","(b. 1696, Venezia, d. 1770, Madrid)",The Sacrifice of Isaac (detail),1724-29,Fresco,"Palazzo Patriarcale, Udine",painting,religious,Italian,1701-1750,The detail shows the angel averting Abraham's sacrifice of Isaac.
39194,https://www.wga.hu/detail/t/tiepolo/gianbatt/1udine/07udine.jpg,"TIEPOLO, Giovanni Battista","(b. 1696, Venezia, d. 1770, Madrid)",The Three Angels Appearing to Abraham (detail),1724-29,Fresco,"Palazzo Patriarcale, Udine",painting,religious,Italian,1701-1750,The detail shows the three angels.
39197,https://www.wga.hu/detail/t/tiepolo/gianbatt/1villalo/main04.jpg,"TIEPOLO, Giovanni Battista","(b. 1696, Venezia, d. 1770, Madrid)",Glory among the Cardinal Virtues (detail),1734,Fresco,"Villa Loschi Zileri dal Verme, Biron di Monteviale",painting,mythological,Italian,1701-1750,"The detail shows Justice with a sword and scale; Fortitude, with a cuirass, shield, and helmet; and Temperance with a vase of water. "
39203,https://www.wga.hu/detail/t/tiepolo/gianbatt/1villalo/main11.jpg,"TIEPOLO, Giovanni Battista","(b. 1696, Venezia, d. 1770, Madrid)",Marital Harmony (detail),1734,Fresco,"Villa Loschi Zileri dal Verme, Biron di Monteviale",painting,mythological,Italian,1701-1750,The little white dog which is cuddled by a winged cupid.
39207,https://www.wga.hu/detail/t/tiepolo/gianbatt/1villalo/stair2.jpg,"TIEPOLO, Giovanni Battista","(b. 1696, Venezia, d. 1770, Madrid)",Time Revealing Truth and Casting Out Envy (detail),1734,Fresco,"Villa Loschi Zileri dal Verme, Biron di Monteviale",painting,mythological,Italian,1701-1750,On the ceiling of the staircase the image of Time Revealing Truth and Casting Out Envy is depicted.
39225,https://www.wga.hu/detail/t/tiepolo/gianbatt/1villalo/stair6.jpg,"TIEPOLO, Giovanni Battista","(b. 1696, Venezia, d. 1770, Madrid)",Innocence Casting Out Deception (detail),1734,Fresco,"Villa Loschi Zileri dal Verme, Biron di Monteviale",painting,mythological,Italian,1701-1750,The detail shows the figure of Deception.
39327,https://www.wga.hu/detail/t/tiepolo/gianbatt/6vicenza/1porteg5.jpg,"TIEPOLO, Giovanni Battista","(b. 1696, Venezia, d. 1770, Madrid)",The Sacrifice of Iphigenia (detail),1757,Fresco,"Villa Valmarana ai Nani, Vicenza",painting,mythological,Italian,1701-1750,A stag sent by Diana to take the place of Iphigenia in the sacrifice appears on a cloud.
39367,https://www.wga.hu/detail/t/tiepolo/gianbatt/6vicenza/4virgil32.jpg,"TIEPOLO, Giovanni Battista","(b. 1696, Venezia, d. 1770, Madrid)",Aeneas Introducing Cupid Dressed as Ascanius to Dido (detail),1757,Fresco,"Villa Valmarana ai Nani, Vicenza",painting,mythological,Italian,1701-1750,This detail shows Dido.
39371,https://www.wga.hu/detail/t/tiepolo/gianbatt/6vicenza/5tasso2.jpg,"TIEPOLO, Giovanni Battista","(b. 1696, Venezia, d. 1770, Madrid)",Rinaldo and Armida in the Magic Garden,1757,Fresco,"Villa Valmarana ai Nani, Vicenza",painting,mythological,Italian,1701-1750,This scene is on the wall of the room of Tasso.
39379,https://www.wga.hu/detail/t/tiepolo/gianbatt/7_1760s/07rezzo3.jpg,"TIEPOLO, Giovanni Battista","(b. 1696, Venezia, d. 1770, Madrid)",Nuptial Allegory (detail),1757,Fresco,"Ca' Rezzonico, Venice",painting,mythological,Italian,1701-1750,"The detail shows the Three Graces, seated on a cloud just beneath Apollo's chariot."
39391,https://www.wga.hu/detail/t/tiepolo/gianbatt/7_1760s/082visio.jpg,"TIEPOLO, Giovanni Battista","(b. 1696, Venezia, d. 1770, Madrid)",The Vision of St Anne (detail),1759,Oil on canvas,"Gem?ldegalerie, Dresden",painting,religious,Italian,1701-1750,"The detail represents St Anne, who holds out her arms while gazing up to heaven."
39412,https://www.wga.hu/detail/t/tiepolo/giandome/1/puller.jpg,"TIEPOLO, Giovanni Domenico","(b. 1727, Venezia, d. 1804, Venezia)",The Charlatan (The Tooth-Puller),1754-55,"Oil on canvas, 81 x 110 cm","Mus?e du Louvre, Paris",painting,genre,Italian,1751-1800,This picture shows a Punchinello trying to reach a charlatan in spite of the crowd.
39421,https://www.wga.hu/detail/t/tiepolo/giandome/2/04zianig.jpg,"TIEPOLO, Giovanni Domenico","(b. 1727, Venezia, d. 1804, Venezia)",Mondo Novo (detail),1791,Detached fresco,"Museo del Settecento Veneziano, Ca' Rezzonico, Venice",painting,genre,Italian,1751-1800,The figures in the crowd turn their backs on the viewer. 
39432,https://www.wga.hu/detail/t/tiepolo/giandome/2/12zianig.jpg,"TIEPOLO, Giovanni Domenico","(b. 1727, Venezia, d. 1804, Venezia)",Minuet in Villa,c. 1791,Detached fresco,"Museo del Settecento Veneziano, Ca' Rezzonico, Venice",painting,genre,Italian,1751-1800,A typical pastime of the nobility while holidaying in their villas.
39457,https://www.wga.hu/detail/t/tiepolo/giandome/3/10valmar1.jpg,"TIEPOLO, Giovanni Domenico","(b. 1727, Venezia, d. 1804, Venezia)",Family Meal (detail),1757,Fresco,"Villa Valmarana ai Nani, Vicenza",painting,genre,Italian,1751-1800,"This detail shows the standing wife, eating with her plate resting on her belly, pregnant."
39459,https://www.wga.hu/detail/t/tiepolo/giandome/3/03valmar1.jpg,"TIEPOLO, Giovanni Domenico","(b. 1727, Venezia, d. 1804, Venezia)",Painted staircase (detail),1757,Fresco,"Villa Valmarana ai Nani, Vicenza",painting,other,Italian,1751-1800,This detail shows a Moorish servant with a tray.
39477,https://www.wga.hu/detail/t/tiffany/2lamp2.jpg,"TIFFANY, Louis Comfort","(b. 1848, New York, d. 1933, New York)",Table lamp,c. 1900,"Bronze and favrile glass, 22 x 24 x 25 cm","Fine Arts Museums of San Francisco, San Francisco",glassware,other,American,1851-1900,"The small table lamp, with a bronze base and three lily-shaped green-gold iridescent glass shade."
39553,https://www.wga.hu/detail/t/tintore/stillif3.jpg,"TINTORE, Simone del","(b. 1630, Lucca, d. 1708, Lucca)",Hunting still life,-,"Oil on canvas, 100 x 153 cm",Private collection,painting,still life,Italian,1651-1700,"This still life is composed of shot wildfowl, crayfish and fruit."
39562,https://www.wga.hu/detail/t/tintoret/1_1540s/7helenba.jpg,TINTORETTO,"(b. 1518, Venezia, d. 1594, Venezia)",Sts Helen and Barbara Adoring the Cross,-,Oil on canvas 275 x 165 cm,"Pinacoteca di Brera, Milan",painting,religious,Italian,1551-1600,"The painting represents Sts Helen, Barbara, Andrew and Macario, another saint and the donor."
39650,https://www.wga.hu/detail/t/tintoret/3b/2upper/1/02moses1.jpg,TINTORETTO,"(b. 1518, Venezia, d. 1594, Venezia)",Moses Drawing Water from the Rock (detail),1577,Oil on canvas,"Scuola Grande di San Rocco, Venice",painting,religious,Italian,1551-1600,The Amalekites are attacking the camp of the children of Israel.
39668,https://www.wga.hu/detail/t/tintoret/3b/2upper/2/23bapti3.jpg,TINTORETTO,"(b. 1518, Venezia, d. 1594, Venezia)",The Baptism of Christ (detail),1579-81,Oil on canvas,"Scuola Grande di San Rocco, Venice",painting,religious,Italian,1551-1600,This detail shows the face of an onlooker of the scene.
39672,https://www.wga.hu/detail/t/tintoret/3b/2upper/2/25praye2.jpg,TINTORETTO,"(b. 1518, Venezia, d. 1594, Venezia)",The Prayer in the Garden (detail),1578-81,Oil on canvas,"Scuola Grande di San Rocco, Venice",painting,religious,Italian,1551-1600,Supernatural light highlights the two apostles fast asleep and the third only just awoken.
39680,https://www.wga.hu/detail/t/tintoret/3b/2upper/2/29lazar1.jpg,TINTORETTO,"(b. 1518, Venezia, d. 1594, Venezia)",The Raising of Lazarus (detail),1579-81,Oil on canvas,"Scuola Grande di San Rocco, Venice",painting,religious,Italian,1551-1600,Martha stretches out her arms and stares motionless at Christ.
